"year","TaxonName","CommonName","Resilience","fao_rgn","stock_id","TaxonKey","tons"
2008,"Genypterus maculatus","Black cusk-eel","Medium",87,"Genypterus_maculatus-87",600484,378.905005
2009,"Genypterus maculatus","Black cusk-eel","Medium",87,"Genypterus_maculatus-87",600484,399.7063064
2010,"Genypterus maculatus","Black cusk-eel","Medium",87,"Genypterus_maculatus-87",600484,254.4674676
2011,"Genypterus maculatus","Black cusk-eel","Medium",87,"Genypterus_maculatus-87",600484,544.3886886
2012,"Genypterus maculatus","Black cusk-eel","Medium",87,"Genypterus_maculatus-87",600484,597.2196198
2013,"Genypterus maculatus","Black cusk-eel","Medium",87,"Genypterus_maculatus-87",600484,507.6367366
2014,"Genypterus maculatus","Black cusk-eel","Medium",87,"Genypterus_maculatus-87",600484,542.0917918
2015,"Genypterus maculatus","Black cusk-eel","Medium",87,"Genypterus_maculatus-87",600484,218.5145146
2016,"Genypterus maculatus","Black cusk-eel","Medium",87,"Genypterus_maculatus-87",600484,159.29189188
2017,"Genypterus maculatus","Black cusk-eel","Medium",87,"Genypterus_maculatus-87",600484,237.8179107902
2018,"Genypterus maculatus","Black cusk-eel","Medium",87,"Genypterus_maculatus-87",600484,314.2301262952
2019,"Genypterus maculatus","Black cusk-eel","Medium",87,"Genypterus_maculatus-87",600484,196.5135098752
1950,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,300
1951,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,300
1952,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,600
1953,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,600
1954,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,600
1955,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,1000
1956,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,1000
1957,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,1000
1958,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,1000
1959,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,1500
1960,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,1500.01006
1961,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,1999.99762
1962,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,2000.01016
1963,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,1999.99525
1964,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,2499.9913
1965,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,3499.9851
1966,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,1799.99766
1967,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,1299.91099
1968,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,999.79369
1969,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,1500.0032578
1970,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,1799.996982
1971,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,2099.9990517
1972,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,1099.998676
1973,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,1600.000658
1974,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,635.747969
1975,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,853.000177
1976,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,558.999058
1977,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,779.998504
1978,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,815.998133
1980,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,1092.002485
1981,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,1410.99762
1982,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,1896.99799
1983,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,1070.00207
1984,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,2360.99658
1985,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,1775.99796
1986,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,3396.99755
1987,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,4335.9913
1988,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,4335.99112
1989,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,4336.00499
1990,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,770.99933
1991,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,1453.98584
1992,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,3128.90691
1993,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,2730.82284
1994,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,1905.77286
1995,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,4318.0065215
1996,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,1607.63683
1997,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,2301.000412
1998,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,1131.55536
1999,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,781.76122
2000,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,1024.3940064
2001,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,832.2994952
2002,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,893.3431108
2003,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,1081.078425
2004,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,222.20734
2005,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,166.43397
2006,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,176.34012
2007,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,174.50841
2008,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,328.279913
2009,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,238.769445
2010,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,1899.9207
2011,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,2411.98775
2012,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,2049.0181
2013,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,81.83739
2014,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,3888.57019
2015,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,2497.5025
2016,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,4108.6459
2017,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,2731.6531
2018,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,4605.65662
2019,"Gerres nigri","Guinean striped mojarra","High",34,"Gerres_nigri-34",609907,7012.2028
1950,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,932.1427523768
1951,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,936.309724971
1952,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,1019.2947962832
1953,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,1107.1367191642
1954,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,1180.5391525594
1955,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,1252.105432266
1956,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,1322.9824347816
1957,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,1404.1516346996
1958,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,1479.705786638
1959,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,1557.6471966028
1960,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,1638.4817102
1961,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,1859.7648509
1962,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,2027.442448104
1963,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,2213.6916830112
1964,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,2423.8615671628
1965,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,2671.649773074
1966,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,3045.91408114
1967,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,3208.006016172
1968,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,2621.221092408
1969,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,1883.947503234
1970,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,1194.132706072
1971,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,1260.171794984
1972,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,1287.29341122
1973,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,1367.32702878
1974,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,1333.93150638
1975,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,1380.729394252
1976,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,1427.30670008
1977,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,1216.614061344
1978,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,1190.89215292
1979,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,1096.979710598
1980,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,1271.818408338
1981,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,1436.740394106
1982,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,1534.13876522
1983,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,1742.09499402
1984,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,2164.98971106
1985,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,2510.34318
1986,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,2469.5724131
1987,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,2424.56780752
1988,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,2156.01935268
1989,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,2086.70518328
1990,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,1765.03783716
1991,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,2111.40516342
1992,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,2383.24051114
1993,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,2711.00393178
1994,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,3377.06715262
1995,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,4003.38711818
1996,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,4282.20247882
1997,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,3630.5599196
1998,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,3099.42304922
1999,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,2582.69946714
2000,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,2191.599615
2001,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,2143.51522
2002,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,1904.105242
2003,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,2049.589939
2004,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,2131.124072
2005,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,2444.15526
2006,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,2950.273929
2007,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,3407.518788
2008,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,3875.006267
2009,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,3336.101793
2010,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,3175.864745
2011,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,3065.4787098
2012,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,3244.3845601
2013,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,3358.5066634
2014,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,3363.239941
2015,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,3371.251276
2016,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,3174.429742
2017,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,3586.744378
2018,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,3477.369427
2019,"Gerres oyena","Common silver-biddy","High",51,"Gerres_oyena-51",605996,3469.57236096
1950,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,692.046243577968
1951,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,713.162681554828
1952,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,738.612262765804
1953,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,764.303762738556
1954,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,783.717821200896
1955,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,811.69619438172
1956,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,842.34569692464
1957,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,904.551564196016
1958,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,915.897809108016
1959,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,938.198897611256
1960,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1000.24417444092
1961,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1014.03553314676
1962,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1027.30628550268
1963,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1039.96935322016
1964,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1051.40336015656
1965,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1061.23566411448
1966,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1075.76754054032
1967,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1090.97943146736
1968,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1104.29170282004
1969,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1117.21778695954
1970,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1128.24720290844
1971,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1148.4481113151
1972,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1168.25661809782
1973,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1182.04960619624
1974,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1196.50753021494
1975,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1211.5465491694
1976,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1232.68853614274
1977,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1256.3428382148
1978,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1276.35617084292
1979,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1302.62543408247
1980,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1319.22631760942
1981,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1058.30670533393
1982,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1157.20781552804
1983,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1115.78417397761
1984,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,9601.2965803983
1985,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,2665.32524441451
1986,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1246.63295253724
1987,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,2218.05868945286
1988,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1800.32901737457
1989,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,2418.72361323099
1990,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1441.63823514774
1991,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1286.84662565352
1992,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1291.11108231005
1993,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1311.70656688512
1994,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1383.77134205408
1995,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1454.02205693707
1996,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1430.43147806061
1997,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1422.46570179064
1998,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1330.04824668424
1999,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1454.09050275891
2000,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1371.38790878123
2001,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1424.47631632711
2002,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1323.62174962362
2003,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1315.79436121124
2004,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1332.65747333949
2005,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1346.21707582756
2006,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1355.18677306944
2007,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1352.81873262305
2008,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1330.64827641827
2009,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1339.99704974631
2010,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1327.03373581393
2011,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1500.701454258
2012,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1319.16203932422
2013,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1313.09198004064
2014,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1337.49408645176
2015,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1345.70867392426
2016,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1316.74387073226
2017,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1423.40345972126
2018,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1390.1457209959
2019,"Ginglymostoma cirratum","Nurse shark","Low",31,"Ginglymostoma_cirratum-31",602532,1411.6403732664
1958,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,895.23487648
1959,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,546.0749301
1960,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,869.99472344
1961,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,1303.119908
1962,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,876.24156088
1963,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,1816.8815424
1964,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,3288.8826848
1965,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,3691.3155656
1966,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,3726.7458748
1967,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,3369.025757
1968,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,3037.0502746
1969,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,3484.768354
1970,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,3434.913682
1971,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,3875.20115
1972,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,4666.234724
1973,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,4161.232782
1974,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,3029.701678
1975,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,3295.79214
1976,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,4222.976254
1977,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,3739.490614
1978,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,3498.94065
1979,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,4321.603088
1980,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,4579.96507
1981,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,5647.05797
1982,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,4833.202484
1983,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,7588.254744
1984,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,8030.379056
1985,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,7386.585412
1986,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,7331.200124
1987,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,7232.908784
1988,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,6897.789592
1989,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,5921.297712
1990,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,5529.537194
1991,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,5097.441982
1992,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,4188.223716
1993,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,5221.764272
1994,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,4304.80612
1995,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,3672.029226
1996,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,4112.87161
1997,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,4431.606134
1998,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,3896.92084
1999,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,3730.703334
2000,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,3898.979012
2001,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,3842.337198
2002,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,3347.681552
2003,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,3731.510664
2004,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,3954.510166
2005,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,2710.312562
2006,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,2642.841078
2007,"Glaucostegus granulatus","Granulated guitarfish","Low",51,"Glaucostegus_granulatus-51",608731,2529.109378
